participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s8x0051328	n/a	2026-03-10T06:38:22	2026-03-10T10:38:41
sub-v1s8x0051332	n/a	2026-03-10T06:39:40	2026-03-10T16:14:26
sub-v1s8x0051333	n/a	2026-03-10T06:41:37	2026-03-10T11:44:10
sub-v1s8x0051334	n/a	2026-03-10T06:42:51	2026-03-10T15:15:18
sub-v1s8x0051335	n/a	2026-03-10T06:42:55	2026-03-10T10:02:08
sub-v1s8x0051336	n/a	2026-03-10T06:42:53	2026-03-10T10:17:06
sub-v1s8x0051338	n/a	2026-03-10T06:43:07	2026-03-10T10:29:50
sub-v1s8x0051339	n/a	2026-03-10T06:48:16	2026-03-10T10:25:29
sub-v1s8x0051340	n/a	2026-03-10T06:48:21	2026-03-10T10:54:21
sub-v1s8x0051341	n/a	2026-03-10T06:49:13	2026-03-10T09:54:44
sub-v1s8x0051342	n/a	2026-03-10T06:49:14	2026-03-10T09:53:32
sub-v1s8x0051343	n/a	2026-03-10T06:49:19	2026-03-10T10:22:46
sub-v1s8x0051344	n/a	2026-03-10T06:51:56	2026-03-10T09:59:28
sub-v1s8x0051345	n/a	2026-03-10T06:52:59	2026-03-10T10:13:33
sub-v1s8x0051346	n/a	2026-03-10T06:54:34	2026-03-10T11:01:33
sub-v1s8x0051347	n/a	2026-03-10T07:02:37	2026-03-10T11:37:06
sub-v1s8x0051348	n/a	2026-03-10T07:03:23	2026-03-10T11:17:21
