global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
851.0175976147056	n/a	724230.9514499049	n/a	1242.8103433609008	n/a	1544577.54956484	n/a	838.3528766484224	n/a	n/a	702835.5457846848	873.9964834679284	756.4882641911263	n/a	n/a	n/a	n/a	-0.0952108153	0.0666090995	-0.1981588684	-0.1103781011	0.0003288548	-0.0064034544	0.1025519173	-0.0658716269	0.1357183851	-0.0212564157	0.0200610441	-0.0008329541	0.0346343595	0.1212527672	-0.0478692309	0.0711840107	-0.0733334887	0.0078488436	-0.0055425434	-0.013309864	0.0268833441	-0.0260754471	0.0586218609	-0.0590962147	0.0365897244	-0.0456355523	0.1030597051	-0.0974933191	0.0208293833	-0.172334102	0.050066372	-0.0643594663	0.1467466294	-0.1500790032	0.1320397356	-0.0021810413	0.0396328841	-0.0180892953	0.0415459701	0.026270469	-0.0184616468	0.1537298919	-0.0183763361	0.0240916259	-0.0152642763	0.0578846782	-0.0674904529	0.0363480906	-0.1078266232	0.0003832428	-0.035885188	0.1949352075	-0.0188746979	0.1473434658	-0.1402784362	-0.0039203453	0.0653351259	-0.1516617928	0.0274297039	0.0705970354	-0.1183597526	0.0210977082	-0.1954742261	0.0078595943	-0.0162573934	0.1714531563	-0.0197801644	0.1706845484	-0.1477670056	0.0254274086	-0.0806704729	0.1765018515	-0.0917915821	0.0978288438	0.0043015211	-0.003130365	0.0220079709	-0.0020207253	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.1069993296652285	n/a	0.0114488565488082	n/a	0.1169249538378238	n/a	n/a	0.0136714448299772	-0.7920821640230358	n/a	n/a	0.6273941545634153	0.0182079585806398	n/a	0.0003315297556742	n/a	-0.0039648488383241	n/a	1.5720026310759966e-05	n/a	-0.0023626159815713	n/a	5.581954276376118e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.3798599357051	-5.637737679000452	714667.1075849123	31.7840861372214	1240.1077177683512	-2.702625592549566	1537867.151668629	7.304185093503894	836.7189691824507	-1.6339074659716744	2.6696536073579784	700098.6333897428	874.552746228427	749.4771122576512	1.226283	38.546352	0.1999587087415358	0.1194769185906638	-0.116011596	0.0948157569	-0.09552053	-0.1109159745	0.0717369715	-0.0235706046	0.0652162141	-0.0733802801	0.1401254934	-0.016013624	0.0635396981	0.0202448317	0.0759312287	0.0771652791	-0.0419202892	-0.071217677	0.0226847585	0.0150946534	0.1860025087	0.1457233056	0.0503160075	0.0140251165	0.0620024066	-0.1376020057	-0.1382839538	0.0283678779	0.0338594401	-0.0804374561	0.034036763	-0.0029009454	0.0323494105	-0.1401246179	0.0668941227	-0.0766717084	0.1272077885	-0.0265751924	0.0285380357	-0.054365806	0.1128843617	0.055071518	-0.0643958424	-0.0114546013	0.0256686305	-0.085243948	-0.0469941783	-0.0416029512	0.0247882456	0.077964863	-0.1765122909	-0.0121805317	0.1895647598	0.052331528	-0.0329784778	0.0380571277	-0.1389148457	-0.0220205915	0.0655616417	-0.1293568042	0.0222144986	-0.0446345073	-0.0915243065	0.0982535606	-0.097411834	0.0075530964	-0.0258400911	0.022222305	-0.2226773533	-0.0146984256	-0.0767201762	-0.0205319774	0.009382333	-0.0498284597	0.106699338	-0.0076933793	0.0592802525	-0.0726119748	0.1293938236	-0.1370666648	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.083213285415141	0.0237860442500875	0.0069244508695817	0.0005657759010671	0.1319175509783008	0.014992597140477	0.0002247779690166	0.0174022402561125	-0.6876580926897944	0.1044240713332413	0.0109043866738098	0.4728736524417658	0.017660199772798	-0.0005477588078417	0.0003118826560151	3.000397115682692e-07	-0.0040628739357624	-9.802509743829946e-05	1.6506944617897453e-05	9.608919727788105e-09	-0.0018732799664968	0.0004893360150745	3.509177832878252e-06	2.394497356489915e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.59079265459	-1.7890672811150807	711645.4254515995	3.2007617363565077	1229.573670768738	-10.53404699961311	1511851.4118477092	110.96614619005796	837.2901498484057	0.571180665955012	0.326247353160811	701054.7950331656	873.0402889069142	729.2532927136723	0.8534969999999998	26.828373	0.1242237130320774	0.0609377431154084	-0.0947584466	0.1410699249	-0.0577235839	-0.1333574315	0.0147830797	-0.0425690856	0.0368455591	-0.0771212574	0.1446894329	-0.010227933	0.0217498453	0.0161660078	0.0928280108	0.080691268	-0.0119592341	-0.0496381105	-0.0557004342	-0.0440118723	0.0361325837	0.0631919495	0.0500461631	0.0489481645	-0.028787587	-0.042763928	-0.1245997	0.0503844784	0.0646440345	-0.0880192039	0.0114954272	-0.0590248397	-0.1244586539	-0.0161134527	0.0641086246	-0.212886943	0.1345452841	-0.001064781	0.0393773299	-0.0479143177	0.0777444836	0.0477865786	-0.0308840633	0.0516361919	-0.0032041191	-0.0819575496	0.0193720268	-0.0210486161	-0.0086118235	-0.0301169799	-0.0856357036	-0.0650927628	0.0494497149	0.0013619153	-0.0713755062	0.0793778665	-0.138821672	-0.0018036181	0.0771460556	-0.1117660978	0.0087116278	-0.0140473417	-0.0931957757	0.058441363	-0.1265047557	-0.0004711853	0.02690441	0.0497351415	-0.0690430026	0.0654202098	-0.036665906	0.0381971137	-0.0751286026	0.0049773537	0.0277821692	-0.0210031739	0.0115570365	-0.0227943096	0.0327252603	-0.0217750496	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1091834900400954	-0.0259702046249543	0.0119210344973356	0.000674451528262	0.1355521398919279	0.0036345889136271	1.3210236571061117e-05	0.0183743826292807	-0.6734680868163636	0.0141900058734307	0.0002013562666879	0.453559263960093	0.0169041657953814	-0.0007560339774166	0.0002857508212377	5.715873750083674e-07	-0.0034758335984697	0.0005870403372926	1.2081419204250822e-05	3.446163576087269e-07	-0.0021387839241888	-0.000265503957692	4.5743966743684434e-06	7.049235155011543e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.0151704846984	1.4243778301083694	714050.6383492838	2.028852202904227	1239.543538316091	9.969867547352806	1536468.1833811745	99.39825891175865	836.9482943039532	-0.3418555444525282	0.1168652132729344	700482.4473382966	873.150156392979	745.4724843399656	0.8889169999999998	27.941765	0.2561520377212991	0.1686758596996979	-0.1103772621	0.0798452094	0.0202009109	-0.0952878392	0.0900057808	0.0009964844	-0.0243805598	-0.0573444457	0.1183326834	-0.0041777105	0.0188185619	0.0746370103	0.030851297	0.0213512055	-0.081456126	-0.1296299632	-0.0334760119	-0.0789159611	0.0746395425	0.0964835187	-0.0333285732	-0.0220558465	0.0631295851	0.0344008901	0.1476231208	0.2146180872	0.1024004171	-0.0433238151	0.1133777134	0.0534778709	-0.1309247484	0.1020253807	0.0361421624	-0.0783307409	0.1015555043	0.0174486652	0.0038178372	0.0341306406	0.1068698444	-0.0157699817	-0.0651171675	-0.0283395396	0.0366816391	-0.188672888	-0.0049255998	0.012449088	-0.0027976061	0.0027729238	-0.0437826345	-0.0498259319	0.1589032654	0.0224171767	0.0047535684	-0.1230048421	-0.1301846253	0.0138499366	0.075869235	-0.047272031	-0.0295858362	-0.0921009068	-0.024273998	0.0663448346	-0.0678811351	0.0475698751	0.0008521811	-0.0374991081	-0.1371475886	-0.0559003997	-0.025185434	-0.0406881158	0.0303240478	-0.1375925074	0.1159074963	-0.0011222246	-0.017455492	-0.0209413018	0.0723406634	-0.0462656071	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1169080628176288	-0.0077245727775334	0.0136674951517706	5.966902459541024e-05	0.1142615268236397	-0.0212906130682882	0.0004532902048235	0.0130556965120693	-0.543104393141661	0.1303636936747025	0.0169946926285116	0.2949623818497719	0.0151865967588103	-0.001717569036571	0.0002306327211147	2.950043395387773e-06	-0.0034630045074073	1.28290910623996e-05	1.1992400218323278e-05	1.6458557748734129e-10	-0.0023438489605708	-0.0002050650363819	5.493627949968819e-06	4.205166914635089e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5756839818832	-3.439486502815157	708249.6318695745	11.83006740304764	1236.605548206965	-2.937990109125849	1529193.2818562486	8.631785881321317	837.2811464531477	0.3328521491945366	0.110790553223422	701039.7182058974	873.0338410884367	725.8196243605975	0.896047	28.165892	0.2052244111529432	0.1086775439922813	-0.0853129578	0.1012778653	0.06152547	-0.0913773499	-0.0257680722	-0.0145054498	0.0084474423	-0.0037560868	0.0929986679	0.0084433821	0.0310175706	0.06184674	0.0283190467	-0.0199671481	-0.0048135598	-0.1342003794	-0.112893696	-0.0406191708	-0.034074987	0.0274934239	-0.1221760907	0.0036821798	-0.0188070546	0.1115292097	-0.0108194241	-0.0383774501	-0.0060613749	-0.0536034945	-0.0108964617	0.0033425975	-0.0460735817	0.0445833657	-0.1470265322	-0.0232412706	0.0848908765	0.0200910077	0.0267207111	0.0114233098	0.0548947791	-0.0591199382	0.0149936545	-0.0052932662	-0.1204756542	-0.1319869994	0.0114581813	-0.0337066158	-0.1491054825	0.0117958636	0.005038137	0.0166621489	-0.0642877367	0.0791740529	0.0064617636	-0.0201476153	-0.1074892412	0.0036543506	0.0850917885	0.0003706584	-0.0463513337	-0.1004173616	-0.0340597565	0.00361327	-0.121178727	0.0497072529	0.0834188479	0.0286615761	-0.0057142459	-0.0339698945	-0.0428984097	-0.029990977	0.0329929928	-0.0216510699	-0.0524358117	0.0355628834	0.0157800809	0.0476687233	-0.1687708424	0.0649082666	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0893065033339013	0.0276015594837275	0.0079756515377281	0.0007618460859337	0.0908753396926442	-0.0233861871309954	0.0005469137485259	0.0082583273642534	-0.4752916201992008	0.0678127729424602	0.0045985721741456	0.2259021242315813	0.0139177528701811	-0.0012688438886292	0.0001937038449554	1.60996481371167e-06	-0.0036430522397112	-0.0001800477323038	1.327182962126479e-05	3.2417185907776785e-08	-0.0020642627495887	0.000279586210982	4.2611806993395e-06	7.816844937132728e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.3339146125214	4.758230630638195	716281.0950233547	22.64075873434356	1244.4950689474742	7.88952074050917	1548767.9766345783	62.24453751492435	837.8818014218825	0.6006549687348297	0.3607863914658392	702045.913153979	873.498380715781	741.486788451306	0.834356	26.226719	0.1544989711064217	0.0840539643523424	-0.0824993773	0.0576671155	0.107324892	-0.0604028299	0.0057558134	0.0477907909	-0.015119905	-0.0026032196	0.070591858	0.0015483388	0.0077513371	0.0346888356	0.0051712911	-0.0687215957	0.0551857837	-0.095326236	-0.0675934644	-0.0465693605	-0.0150409103	0.0150042432	-0.1248482149	-0.1255085983	0.0067656206	0.1097329639	-0.0696808522	-0.0040850706	0.0662409803	0.0625261951	0.0334031406	0.0199794207	0.1308544803	0.0060726826	-0.0636708665	0.2071002041	0.0623347193	0.018268006	0.0004673901	0.0297384793	0.0298684118	-0.0489348675	0.052255273	-0.0699297875	-0.0222267523	-0.1322351421	0.0641458233	-0.0007537248	-0.0106564198	0.0744921703	0.1100551467	0.1261165482	-0.1102005225	0.0991420901	0.052600098	-0.053082952	-0.0952763368	-0.0040454808	0.0688841296	0.0336176443	-0.0561011424	-0.1139953986	1.75704e-05	0.0214081418	-0.0538916353	0.0542053384	0.0650964452	-0.0223159121	-0.0568824456	-0.0894254075	0.0547661022	-0.0310685037	0.083764195	-0.0566987064	0.017517495	-0.0052328535	0.0376813512	0.0620820008	-0.1130153745	0.0480722527	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0703559449458453	0.018950558388056	0.0049499589892228	0.0003591236632191	0.083388712336486	-0.0074866273561582	5.604958916997646e-05	0.0069536773451372	-0.4493287996590283	0.0259628205401725	0.0006740680504012	0.2018963702030231	0.0125731010756108	-0.0013446517945702	0.0001580828706575	1.8080884486411253e-06	-0.0033580255283434	0.0002850267113678	1.127633544900597e-05	8.124022619314318e-08	-0.0016519619590861	0.0004123007905026	2.7289783142675857e-06	1.6999194184906885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.9861269600079	0.6522123474865111	717385.4992627146	0.4253809462138656	1236.091655699412	-8.40341324806218	1527922.5812897135	70.61735421770695	838.7405772127846	0.8587757909020866	0.7374958590395043	703485.7558632351	873.4515607358226	752.5115308410551	0.886896	27.87825	0.0936607909548489	0.0571861941982234	-0.0702624216	0.0167778164	0.0907226295	-0.0742647681	-0.0326207383	0.0334657457	-0.0117452608	0.0457765328	0.0611340033	-0.0063166598	0.0016299629	0.0540571527	0.0185475159	-0.0030894352	0.0772135856	-0.0937959739	-0.0984383306	0.0403397892	-0.0259844888	0.1013750884	-0.0746386609	-0.1106466874	0.0403803034	0.0116582058	0.1739140399	-0.1205646547	0.0423489002	0.0399462056	-0.212070523	0.012737911	-0.0069171838	-0.0297055894	-0.1495744138	0.3169671366	0.0556872701	0.0202501492	0.0014854939	0.0454520499	0.0417405755	-0.0282584673	0.0637263489	-0.0046365234	-0.1107049685	-0.1103500915	0.0582625069	0.0313571978	-0.0631515529	0.0334032108	0.0433142414	-0.0233645338	0.0315262959	0.0973675288	-0.1069762201	0.0498611544	-0.0791549985	-0.0065275302	0.072698489	0.0653131074	-0.0649851293	-0.1002791511	-0.0177522711	-0.0027998014	-0.098530499	0.0514486541	0.1083964605	0.0560928222	0.0128983989	0.0012224132	0.0325257173	-0.0098492705	0.0370182928	0.0757595131	-0.0992823923	0.0029279198	0.0499405525	0.0338135359	-0.2133342979	0.1271180885	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0546571587657496	0.0156987861800956	0.0029874050043443	0.0002464518875283	0.0855099920079993	0.0021212796715133	4.499827444775603e-06	0.0073119587332081	-0.4144518285224734	0.0348769711365548	0.00121640311566	0.1717703181656217	0.0118351782400792	-0.0007379228355316	0.0001400714439744	5.445301111989979e-07	-0.0033559332498924	2.092278451000084e-06	1.1262287977733363e-05	4.377629116519311e-12	-0.001572701993735	7.925996535109998e-05	2.473391561098044e-06	6.282142107457569e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.5241553185984	1.538028358590509	719993.242159141	2.3655312318286152	1240.6794989585876	4.587843259175543	1539285.619136132	21.048305770762465	840.984683818965	2.2441066061803667	5.036014459902364	707255.2384180845	876.981172783609	742.0427268404659	1.108894	34.856411	0.2064704664944373	0.1382188050460129	-0.0771727541	0.0586781463	0.0556678389	-0.0750376893	0.1054617028	0.0075158365	-0.0195278127	-0.0325977982	0.0518196743	-0.0793547472	0.0245772424	0.0229379255	0.0263694515	0.0301108164	0.022750083	-0.0900975532	0.0780786535	0.0287831544	0.1248528051	0.0510704949	0.0491451173	-0.1101411964	0.0804872631	0.0200339826	-0.0667701647	0.0229906368	-0.0077635429	-0.0572572225	0.0699595393	-0.1466465128	0.1133793599	-0.001555924	-0.1506948672	0.0718157934	0.0714049772	-0.0469404493	-0.0475886312	-0.0163305078	0.0641166707	0.0779868373	-0.0614390833	-0.1318838258	0.0612158496	-0.0564161477	0.0161184284	-0.0152023097	0.1207970456	0.1431163783	0.0777730565	-0.0006326636	0.0935931664	0.0663087866	0.0110609587	0.0942731635	-0.0895974321	-0.0303228467	0.0542157985	0.0175491016	-0.0463892325	-0.0989712628	0.0044007467	0.0800081208	-0.0285327043	-0.0019513156	0.0205891501	-0.0616961352	-0.1730836653	-0.1270436364	0.1365859937	-0.0526507891	0.1209845927	-0.0988378025	0.097211859	-0.0463749118	0.0678696979	0.0094037646	-0.0309148996	-0.0201005968	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0486912249321136	0.005965933833636	0.0023708353853896	3.559236650732274e-05	0.0889936404663274	0.0034836484583281	1.2135806581211772e-05	0.0079198680434499	-0.5381685512348966	-0.1237167227124231	0.0153058274787026	0.2896253895382675	0.0127213876196008	0.0008862093795216	0.0001618337029681	7.853670643520602e-07	-0.0030329956936083	0.0003229375562841	9.199062877446493e-06	1.0428866525874633e-07	-0.0013157656997397	0.0002569362939953	1.7312393766115025e-06	6.601625917203926e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.2953985936309	6.771243275032475	731530.2188554379	45.84973548967252	1237.941958173116	-2.7375407854715377	1532500.291805489	7.494129552120124	842.6067081894986	1.6220243705336088	2.6309630586049497	709986.0646859428	879.6345630482402	769.659717610521	1.476628	46.415581	0.777845029078128	0.3671844052349495	-0.1526113556	-0.0326057299	-0.0198394094	-0.1338592422	-0.0490800372	0.0040656717	0.0838611484	-0.0154398708	0.0916102329	-0.0922968893	-0.0412988832	0.0044344105	0.0077050504	0.1445622669	-0.0240033846	0.1374269185	0.0716401668	0.0217094026	-0.208019104	-0.2105556799	-0.1206831334	-0.0042107184	-0.0844720524	0.025677719	0.1135709755	0.0142468357	-0.1930992423	-0.0390683905	-0.0351781611	-0.0171365097	0.0032106099	0.0066922175	0.034059627	0.0111042843	0.1274805817	-0.0454147636	-0.0424581431	-0.0927534916	-0.0215246852	0.0364522429	-0.0448583793	0.1414580621	-0.1137745112	0.2342516934	0.0858149692	0.1205992882	-0.0514815451	-0.0970155517	0.1886315456	0.0097198258	-0.0654409532	-0.1268591345	0.025621225	-0.0046302038	-0.1207703029	-0.0075871562	-0.002192288	-0.0342385144	-0.0492173894	0.1246567167	0.1359592921	-0.1634587592	0.2034649451	-0.0613838503	-0.0405481036	0.0036617651	0.1984723427	-0.0605768283	-0.0094833117	0.0456942103	-0.0304575996	-0.0749790208	0.1316845527	-0.1148977911	0.057800888	0.0601657519	0.0591656432	0.2128299055	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.1707163136825613	-0.1220250887504477	0.0291440597573626	0.0148901222845546	0.1424517786760901	0.0534581382097626	0.002857772540854	0.0202925092479817	-0.6571272012651193	-0.1189586500302226	0.0141511604170129	0.4318161586425285	0.0078797407516573	-0.0048416468679435	6.209031431332875e-05	2.34415443938671e-05	0.0011909627460777	0.004223958439686	1.4183922625449365e-06	1.784182490019459e-05	-0.0019182234338641	-0.0006024577341244	3.6795811422253793e-06	3.629553214063063e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.8326262745098	-0.4627723191210862	730738.8189433758	0.2141582193447084	1247.840472539266	9.89851436615004	1557105.8449070188	97.9805866568787	844.0384245170179	1.4317163275193252	2.049811642485424	712400.8620611697	881.3558066495419	783.7480716822338	1.305047	41.022171	0.5728461505393969	0.2719959611159804	-0.150926537	-0.0515457125	-0.1411291212	-0.1077923718	0.0603426493	-0.0463266945	0.1741250288	-0.0371884229	0.0553661527	-0.0983101239	-0.0902450054	-0.0827946983	0.0148714454	0.1865576264	-0.1025344399	0.2053075196	0.0397858414	-0.0106653702	-0.2104290482	-0.0126165996	0.189073287	0.1218918442	-0.1476521318	-0.0231644071	-0.0310380939	-0.1049431553	-0.0066446276	0.0268922401	0.0637112972	0.0014106349	-0.0296790955	0.0539159637	0.1008554088	0.2643904064	0.1026707374	-0.0735148931	-0.0603975288	-0.0954481007	-0.0833312661	0.1156547709	-0.0807123722	0.2172065937	0.1149385658	0.1099446774	-0.1585256671	0.0103697148	-0.0325571269	-0.0912669657	0.0502258265	0.0804526494	-0.274192515	-0.2365914863	0.0467972577	-0.0146970199	-0.0936363452	-0.0280504268	0.0115570484	-0.0873477558	-0.0425132155	0.1569855952	0.1546550582	-0.079320494	0.3792264831	-0.2503774195	-0.1823489739	0.0600927186	0.1940833665	0.1075558305	0.079880625	0.0554184721	-0.1608250599	0.0488665814	-0.1048290814	0.0266630145	-0.0094733328	0.0129455397	0.0743372136	0.0255500953	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0988564472875594	0.0718598663950018	0.009772597170318	0.0051638403983075	0.0459153642176204	-0.0965364144584697	0.0093192793164974	0.0021082206712367	-0.8632301513711695	-0.2061029501060503	0.042478426042417	0.7451662942362923	0.007622255433901	-0.0002574853177563	5.809877789963332e-05	6.629868886006301e-08	0.0033750619224552	0.0021840991763774	1.1391042980406989e-05	4.770289212252872e-06	-0.0003928695364004	0.0015253538974636	1.5434647263146522e-07	2.3267045125076992e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
