global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
859.2885023903302	n/a	n/a	738376.7303402165	1215.905683973969	n/a	1478426.6323202052	n/a	794.4525705655911	n/a	631154.8868782755	n/a	847.7233471089164	790.3827094694396	n/a	n/a	n/a	n/a	-0.0754846391	-0.1185496241	0.041101023	-0.0056661635	-0.1033072516	0.1645012297	-0.0488674977	0.0023930449	-0.0523535748	0.1145359577	-0.00754478	0.010975449	-0.0672725527	0.1238771574	-0.0025435613	-0.039147321	0.0381594395	-0.0571827056	0.0397235296	-0.0731013262	0.083158774	-0.0698100216	0.0654800639	-0.1125892641	0.0942099851	-0.1160367749	0.1827526042	-0.0184239619	0.0595154795	-0.0533845705	0.0101019286	0.101161391	-0.0732827532	0.1525938963	-0.0947078047	-0.0412293921	0.1079956961	0.0062712668	0.1004303839	-0.1238539379	0.1218285926	0.0799344021	-0.0481483163	-0.0681041432	0.2304110701	-0.0789696726	-0.0481664049	-0.1804141225	0.027452213	0.0405961425	0.0513809936	-0.0759952248	-0.0655232898	-0.1258236986	0.0281863751	-0.0634108973	-0.1020132312	0.107468667	-0.0055780126	0.2161984775	-0.0018347381	0.0285094532	-0.027563549	0.003172916	0.0670504932	-0.0684315131	0.0060854293	-0.0829450793	0.0905825429	-0.0844180423	0.0315765054	-0.0404810778	0.0823751236	-0.0299936246	0.0333414628	-0.0978233587	0.1079799585	-0.0574804153	0.1492185397	-0.0330506417	-0.1037480921	0.0286582163	0.1815183481	-0.0536342117	-0.0858848034	-0.1254850857	0.0993695069	-0.1046893144	0.0456925189	-0.2396187399	0.1845976518	0.1212744733	-0.120659408	0.1413434106	-0.296995692	0.0958747658	-0.0507453957	0.1608607872	-0.1471314507	0.1033395557	-0.0819565003	0.0717436279	-0.1914942463	0.0038980164	-0.1538946855	0.1373383178	-0.0810666096	0.0577536209	-0.0018787207	0.1288132512	-0.0209033718	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0610587219232883	n/a	0.0037281675229054	n/a	0.0004356845120696	n/a	n/a	1.898209940573254e-07	-0.5616752354362404	n/a	n/a	0.3154790701023561	-0.0026090295410918	n/a	n/a	6.807035146289688e-06	0.0005000055756188	n/a	n/a	2.500055756498875e-07	-0.0019193520799257	n/a	n/a	3.683912406715111e-06	0.0	0.0	0.0	0.0	0.0
857.6343608554062	-1.6541415349240651	2.7361842175609423	735536.696919861	1209.910204102563	-5.995479871405905	1463882.7019915057	35.94577888843337	796.0032290311387	1.550658465547599	633621.1406279996	2.4045416767744343	847.6933827014068	775.3209245847698	1.015634	31.14381	0.1719368446091766	0.0842862711982328	-0.0972195538	-0.0587955813	0.0595089839	-0.0500125037	-0.1136876671	0.0693634276	0.0696117799	0.0272680917	-0.0824010567	0.0260746663	-0.0452677966	-0.0032179037	-0.1321693328	0.1050801805	0.045498681	0.0275515965	0.0431056398	-0.0580084761	-0.0113414042	0.0468503498	0.0271807992	-0.0874392677	-0.0984964875	-0.0461790523	0.1160107867	0.0328661297	0.0849026056	-0.0126847296	0.1431098881	0.0449634235	0.0189664697	0.0389514896	-0.1619447021	-0.1096985241	-0.0311571685	-0.0995438048	-0.0047408307	-0.0197350752	-0.0519191836	0.0813449704	0.0150619541	0.0277550526	0.0607945039	-0.0921910084	0.1251398625	-0.0830961007	-0.0774997947	-0.1215316821	0.0030077217	-0.0264875222	-0.1036530521	0.040102434	0.0986231455	-0.099760698	-0.0636090048	-0.1020958641	0.0018702631	0.0320645278	-0.0685056715	0.0512632019	-0.0368992836	-0.067116295	0.0322646339	0.0827734182	-0.0031510518	-0.0221146517	-0.0308753401	-0.1417413182	-0.0137806279	-0.1018723173	-0.0361054565	-0.0430248724	-0.0272830131	-0.1204395774	-0.0609748705	-0.0182928586	-0.2123063368	-0.1673376927	0.0162999528	-0.0385992086	-0.04564188	0.0147879553	-0.0032695885	-0.0175724742	0.1166863167	-0.1421957978	0.0303211412	-0.1196115729	0.0221241657	-0.1646416754	-0.005955253	0.0455441994	-0.0895628891	-0.059358711	-0.0920309968	-0.0705918995	-0.1799125567	0.0824093575	-0.0944815963	0.0764068693	-0.019096186	0.0197996144	-0.0261905655	0.0361311207	-0.1467098572	0.0733884638	-0.1283471316	0.0511458305	0.0186360387	0.11719667	-0.0007300307	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0703852985363937	-0.0093265766131054	0.0049540902500572	8.698503132012464e-05	0.0464082812786728	0.0459725967666032	0.0021134796534646	0.0021537285712404	-0.551732187575297	0.0099430478609434	9.886420076501244e-05	0.3044084068066227	-0.0038444443801483	-0.0012354148390564	1.5262498245609971e-06	1.4779752592053844e-05	6.0071435000308426e-05	-0.0004399341406184	1.9354204808173078e-07	3.60857730299628e-09	-0.0023778955676212	-0.0004585434876955	2.102621301079533e-07	5.65438733051255e-06	0.0	0.0	0.0	0.0	0.0
853.8257616023765	-3.808599253029684	14.505428270178264	729018.4311758783	1197.551959611549	-12.358244491014148	1434130.6959694608	152.72620689968153	793.1280821563673	-2.875146874771417	629052.1547050374	8.266469551507846	845.4865846723711	772.0462480425607	1.083283	33.218208	0.0535376861257904	0.0298332654216546	-0.1270384824	-0.0049097411	-0.0110346485	0.0227819311	-0.1263734963	-0.0195053886	0.0842836471	-0.0884289926	0.0502549554	-0.0922293381	0.0657169414	-0.1439771871	-0.1423741375	0.1042582631	-0.0697114803	0.1156617671	-0.051015281	0.0121836343	0.0137709305	-0.017602202	0.0050841205	-0.1407319373	0.0382819421	0.0719536384	0.1170353094	0.0152232719	0.0398182729	0.0623604478	-0.1175552798	-0.0957880381	0.0370142762	-0.0243551416	-0.0307011206	-0.0012492949	0.0127353184	0.0438532296	0.0018663981	-0.1048983673	-0.126688398	-0.0673506302	-0.054867968	-0.014209334	-0.0714662501	0.0507189922	0.0991979326	0.0853508436	-0.0025105376	0.0625633746	-0.1272872015	-0.1160802186	-0.0456260629	-0.0336918374	-0.0936560074	-0.1337642738	-0.0794539368	0.0665845515	0.0764638105	0.0690517819	-0.0340770417	0.0747727924	0.0877409461	-0.0888556098	-0.1744440304	-0.0234399187	-0.0252092195	0.0329080563	0.0201061876	0.0303567085	-0.163821922	0.0465477908	-0.033620813	-0.1428242228	0.0378047883	-0.1166307847	-0.0278931657	-0.1116221264	0.0016357794	0.1695560291	-0.0408324931	0.0562458274	-0.0609102964	0.0471256539	0.0709235519	0.0037187441	-0.1385396986	0.039281108	0.0703165144	-0.1391772229	-0.027856556	-0.040978978	-0.1017359283	0.1738845696	-0.1030451033	0.0618161481	-0.033782696	-0.082501876	-0.0786748278	-0.102618582	0.0097283785	-0.0602057655	-0.0066592377	-0.0042232035	-0.0086734333	-0.1126739557	0.0488943868	0.0294658605	-0.0875789697	0.0745332877	0.1302628796	-0.0339881178	0.0682685235	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0781867342994075	-0.0078014357630138	0.0061131654204061	6.086239996443072e-05	0.0289120059685359	-0.0174962753101369	0.0003061196497281	0.0008359040891246	-0.5312979037781318	0.0204342837971651	0.000417559954303	0.282277462559037	-0.0038457613576427	-1.316977494399997e-06	1.7344297207560945e-12	1.478988041993782e-05	0.0002140721535934	0.000154000718593	2.3716221327188584e-08	4.582688694411625e-08	-0.0023770994385992	7.961290220000715e-07	6.338214196707903e-13	5.650601740988632e-06	0.0	0.0	0.0	0.0	0.0
856.4689430799597	2.643181477583198	6.986408323438899	733539.0504605032	1205.7523339123022	8.20037430075331	1453838.690734964	67.24613867245534	794.0491640802106	0.9210819238433032	630514.0749764813	0.8483919104308807	845.4941483872983	754.2484234158896	1.084812	33.265087	0.0502068674202703	0.0310192435754793	-0.1062486008	0.0239988812	-0.0945311149	0.0545127767	-0.099420429	-0.0670411501	-0.0771847237	0.0221564103	0.1089731133	0.0707138869	-0.0478629461	-0.077750325	-0.0882693115	0.1160191937	-0.0293450183	-0.0553717273	-0.019812321	-0.064411825	0.0854917375	-0.0384095016	0.1393336668	-0.0125413432	0.052898854	-0.0467115069	-0.0535992178	0.0097164364	0.046389116	-0.0778072956	-0.0536561149	-0.1137107578	0.0487152338	-0.1532543904	-0.0025758033	-0.0162769736	0.118315396	0.0116765373	-0.0917848791	0.0248990024	0.0286518626	0.0055854535	0.0875531547	-0.0062187634	-0.1616544005	-0.0644274867	0.0583553808	0.0461542017	0.0753522305	0.0056321905	0.0439756741	0.0303198522	-0.0037273616	-0.0743499803	-0.0334053597	-0.1043019376	0.0780589575	0.0405286242	-0.0705721226	-0.0389089429	-0.0026672837	0.136368552	0.0441830194	-0.0933489254	0.0001451559	0.1359659528	0.0922063282	0.0097359692	-0.0117015126	0.0034203175	0.0997990272	0.0532624751	0.0797866965	0.1698285341	-0.0398564862	0.0124802761	-0.10301484	0.1145896337	-0.0115260234	0.1099902981	0.0730350874	-0.0123025474	0.0876400146	-0.0066874256	0.1423792638	0.0573511692	-0.0175509445	0.1209283729	0.0386766013	-0.1137758123	-0.0200797716	-0.0455707017	-0.0931094261	0.022112725	-0.0174885411	0.0636140176	-0.1490651847	-0.0984436208	0.0175408566	-0.0632856031	0.0003544647	-0.0752612697	-0.0895856627	0.0037486862	0.0424278469	-0.0886852802	-0.0866522713	-0.023273646	-0.0246279736	0.07933083	-0.0532284507	0.0170848638	-0.055835768	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0825568102542746	-0.004370075954867	0.0068156269193602	1.9097563851307503e-05	0.013316872590849	-0.0155951333776868	0.0002432081850678	0.0001773390956009	-0.5056344823540755	0.0256634214240563	0.0006586111991887	0.2556662297454738	-0.0038501530018513	-4.391644208600384e-06	1.9286538854933288e-11	1.4823678137664578e-05	0.0003010773600105	8.700520641709999e-05	7.569905943682178e-09	9.064757671089224e-08	-0.0023769315559517	1.6788264749992984e-07	2.818458333158569e-14	5.649803621678971e-06	0.0	0.0	0.0	0.0	0.0
856.1302253390714	-0.338717740888228	0.1147297079924247	732958.9627391292	1202.3667184298156	-3.385615482486628	1445685.7255876835	11.462392195253162	796.4921845958311	2.4430205156204465	634399.8001222394	5.968349239742392	847.9094152145242	768.7754009549521	1.09259	33.503597	0.0616929970633217	0.0352574535304727	-0.1160003511	0.0110462526	0.0838308607	-0.0236838156	-0.0920849984	0.0048776061	0.0841821306	-0.1088392062	0.0017169508	-0.0339050445	-0.0014728066	-0.0398139244	0.0339804106	0.12624353	0.0500728099	-0.0101409966	-0.0014861291	-0.025886258	-0.0380495882	0.0709737907	-0.0258022443	-0.038204338	-0.0134939312	0.1519133515	0.1358562262	0.0772525774	0.0064682817	-0.0010430529	-0.1277310306	0.053836103	-0.0305487437	-0.0226376817	-0.0621675745	-0.0418203138	-0.061329451	-0.1316453837	-0.0206704168	0.0166895213	-0.1121454394	0.0234233055	0.0192848991	0.1374954331	-0.0765788608	0.1266484113	-0.120453632	0.0558347768	0.1777061433	-0.1665242768	-0.0521596889	0.0564150492	-0.072193212	0.0401269087	-0.1486931707	-0.1166741843	-0.08364354	0.0080906989	-0.0227239762	0.0254147814	-0.0531699343	-0.0579534457	0.0012770421	-0.0249357141	-0.11003561	-0.0398906107	-0.0573189983	-0.0403052744	-0.092877246	-0.0633648844	-0.0490192069	-0.021453383	-0.0426319749	-0.1351410561	0.0340640321	-0.0406255653	-0.0803879559	-0.1106411901	-0.0251147651	0.0819602781	-0.1146312206	0.0372030684	0.015309576	0.01397435	-0.009129776	0.1091946679	-0.1259447962	0.1481534869	-0.1635519464	-0.1242727904	-0.0468216012	-0.0052684556	-0.105035541	0.1176697256	-0.0698717005	-0.0231807993	0.0348313406	-0.1614586306	-0.0109289336	-0.0517945121	0.0048613273	-0.038881467	0.009391607	0.0140398634	0.0789167718	-0.0540408636	0.0368458819	-0.0643621877	-0.0372313297	0.0554594003	0.0538070388	-0.0999788074	0.0294838694	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0814888136300737	0.0010679966242009	0.0066404267468368	1.1406167893045204e-06	0.0298573110877811	0.016540438496932	0.0002735861056707	0.0008914590253925	-0.5054197738233768	0.0002147085306987	4.609975315480108e-08	0.2554491477716733	-0.0044504372490823	-0.0006002842472309	3.603411774736878e-07	1.9806391708019227e-05	0.0005091390531992	0.0002080616931886	4.3289668172548724e-08	2.5922257549257775e-07	-0.0023078804281416	6.905112781010027e-05	4.768058251846803e-09	5.326312070599054e-06	0.0	0.0	0.0	0.0	0.0
857.9851357006252	1.8549103615537208	3.4406924493993545	736138.4930832202	1207.421372404255	5.054653974439361	1457866.3705385744	25.549526801315636	795.4577491034212	-1.034435492409898	632753.0306086814	1.070056787957308	847.2046880955526	766.1961776138947	1.06293	32.594105	0.1407102395081662	0.0691483404362982	-0.096010808	0.0309818953	-0.088974622	0.0852138856	-0.0977703126	-0.0023458282	-0.0649251574	0.0153200366	0.0947859702	0.0473767041	-0.0061552012	-0.1147345654	-0.08791764	0.1235298267	0.0326728292	0.0038630895	0.0348456464	-0.0749678446	0.0810529302	-0.1714722534	0.0211848002	-0.0420338683	0.0962149798	-0.1031719811	-0.0676089233	-0.107101825	-0.0604099647	0.1518676579	-0.0422120524	-0.0814247653	-0.0626475746	0.0150825784	0.099619967	-0.1245109799	-0.0504241221	-0.1245249264	-0.0403164392	0.1224430603	0.1630902994	-0.0574105437	-0.0500165162	-0.0217576659	-0.0477287661	0.0835480893	0.057862821	0.0914429622	-0.0726453514	0.187152952	0.023628035	-0.0067555511	0.1420582985	0.0901052274	-0.1045562482	-0.1044146417	0.0780631628	-0.0412146812	-0.0342372512	-0.0457158246	0.0183166863	0.1021737339	0.0529700179	-0.1232679566	-0.0890351628	0.0765564573	-0.0073787838	0.0839683272	0.0976280534	0.1274926511	0.148650031	0.0661553316	0.1539480379	0.014265731	-0.1049488527	0.0901847271	0.1959819445	0.0668162166	-0.0010654591	0.0217473851	0.0845036772	-0.0675000203	-0.1158693938	-0.0639386871	0.0160969517	-0.000270473	0.0391065657	0.013286861	-0.0449656469	-0.1096693552	-0.0310205102	0.002753	-0.0631555013	0.0382298037	0.0147024239	0.0801175858	-0.1104262399	-0.0791739343	0.0469535626	-0.1362101832	0.0755865442	-0.1184323278	-0.0030443608	-0.0064573128	0.0130132729	-0.100545871	-0.0824651286	-0.1512962325	-0.0026520335	0.0158239943	-0.0280210238	-0.0665362297	0.0291714557	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0772259270644042	0.0042628865656694	0.0059638438109566	1.8172201871765423e-05	-0.0047837469533078	-0.0346410580410889	0.001200002902206	2.288423491328166e-05	-0.4574508558651189	0.0479689179582578	0.002301017090086	0.2092612855317298	-0.0035420212396933	0.0009084160093889	8.25219646114235e-07	1.2545914462438462e-05	0.0004097106821268	-9.942837107239996e-05	9.886000974110858e-09	1.6786284304880777e-07	-0.0023767835865432	-6.890315840159993e-05	4.747645237715971e-09	5.6491002172611564e-06	0.0	0.0	0.0	0.0	0.0
856.2267965014577	-1.7583391991674944	3.0917567393289853	733124.3270471486	1202.576744183556	-4.844628220698951	1446190.8256511218	23.470422596792684	794.9002042344878	-0.5575448689334053	631866.3346920303	0.310856280873968	845.8772385268561	766.1847646535012	1.114333	34.170353	0.1658162989629603	0.0880267395546143	-0.0880417254	0.0490329066	0.0943463532	-0.0410300408	-0.0564418663	-0.0288622494	0.1258061986	-0.0525643991	0.0704005696	-0.0133095164	-0.0077546438	-0.007841012	0.0859500807	0.0685221509	-0.0457754583	0.0544375902	-0.0322011604	-0.076428879	-0.1064384467	0.1288339491	-0.1684872303	-0.0378743291	0.0392199234	0.055245511	-0.0320487441	0.1005577941	-0.0469570886	0.0797417371	0.0829789133	0.0792421763	0.0492179221	-0.0017260321	0.1341499573	-0.0021645017	-0.0944088569	0.0121856249	-0.0227287765	0.0083809636	1.05284e-05	0.0474696561	0.0580366141	-0.1019150655	-0.0984485922	0.0176042177	0.0016060488	-0.0087745113	0.001294177	0.0696243705	-0.0943518158	-0.1973460013	-0.2475500641	0.1257612438	-0.0175963566	-0.0678896243	-0.1115230156	0.0169408948	0.0400950308	-0.1021173123	-0.035249707	-0.1328070873	-0.0562357003	-0.0169162325	-0.0850005316	-0.0194163367	-0.0049336803	-0.0842468742	-0.0189580369	-0.0422368844	-0.0478332588	-0.0017154486	-0.077934131	-0.0066951494	-0.1189626897	-0.1231972836	0.0584382534	-0.1182053899	0.0801105482	0.136422477	0.0245351232	0.0403677013	-0.0251715922	-0.0647007839	-0.0660811216	0.0339402196	0.1680902146	0.1311558994	-0.0646338356	-0.0848567578	-0.0669624783	0.0289182605	-0.07747828	0.0219376292	0.0291567664	-0.1087278492	0.0834908057	-0.0706419271	-0.035715529	-0.0014461495	-0.0450789043	0.064551597	0.0598550996	0.0033005997	0.0989577099	0.1325391914	-0.0457593299	0.0092185815	0.0363540723	0.0369382855	-0.0493426545	-0.1592450411	0.0167747382	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0641350205390125	0.0130909065253917	0.0041133008595395	0.0001713718336565	0.0601978463219552	0.064981593275263	0.0042226074645917	0.0036237807018017	-0.4126015248492933	0.0448493310158256	0.002011462492567	0.170240018307962	-0.0042379707214348	-0.0006959494817414	4.843456811362617e-07	1.7960395835738598e-05	0.0004323346838812	2.2624001754400016e-05	5.11845455383095e-10	1.8691327888665718e-07	-0.0025160994659769	-0.0001393158794337	1.9408914262385235e-08	6.33075652268924e-06	0.0	0.0	0.0	0.0	0.0
856.9168542514357	0.6900577499779956	0.4761796983046939	734306.4951001762	1200.9877601748608	-1.5889840086952065	1442371.600089829	2.524870179889088	794.0075681689377	-0.8926360655500503	630448.0183095502	0.7967991455206737	844.517711211957	762.2791951473083	1.062621	32.584633	0.1805169645758411	0.0948285765713095	-0.0820394758	0.088857456	-0.0598592094	0.0440946958	-0.067774047	-0.1022036843	-0.0247419098	-0.0075344883	0.0374852974	-0.0181793376	-0.0286068116	-0.0420085421	0.0094199181	0.0404497662	-0.0708185699	-0.0371909155	-0.0391894745	-0.068704769	0.1223379248	0.0734846198	0.1217946594	0.0237120999	-0.0140934298	-0.0054815799	-0.1142509337	-0.0201858055	-0.1496090532	-0.0870607447	0.0033282493	0.1099237826	-0.0682458684	-0.046612984	0.1322727603	-0.0442084315	0.0304809165	-0.0707927035	0.1293668901	-0.0878090316	-0.0707477981	-0.0320121596	-0.0292107861	-0.175451489	-0.0253865309	-0.1313403234	-0.0951752059	-0.0924837483	-0.022101001	0.0291876443	-0.0075418135	0.1478750074	0.0739190514	-0.1313859318	0.0188065893	-0.0569299268	0.0684150232	0.0971998269	0.0294989361	-0.068467181	0.0713671113	0.0396326084	0.0094586855	-0.1061144171	0.0428565206	-0.0015285285	0.059472797	0.1191395299	0.0396612528	0.0320951205	-0.0670905515	0.0344871733	-0.0512140908	-0.0562717702	0.0002626987	0.1308552173	0.0088190089	0.0072624783	0.0218542131	-0.1096393768	-0.0430686049	0.0836507845	0.0534884459	-0.1177000298	0.0508626704	0.0060087456	0.0952726836	0.0879627239	0.2225805043	-0.0739971758	-0.0308978002	0.0868565179	-0.0543825631	0.0754011887	0.042802797	0.0313863956	-0.0772597866	0.0200561749	0.049524265	-0.0608358571	0.1470194856	-0.0668902762	0.1012066714	-0.0602477026	0.0499281992	0.0585970636	-0.0140578728	-0.1415063348	0.0568685944	-0.1030901974	-0.0085778779	-0.1559455602	0.1487518937	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0506157274893723	0.0135192930496402	0.0025619518692783	0.000182771284562	0.0062886562476194	-0.0539091900743358	0.0029062007744708	3.954719740072251e-05	-0.3795272736983932	0.0330742511509001	0.0010939060891928	0.144040951480935	-0.0026880298887641	0.0015499408326706	2.4023165847799423e-06	7.225504682889139e-06	0.0003828839704504	-4.945071343080004e-05	2.4453730588151082e-09	1.466001348278628e-07	-0.0025169925258947	-8.930599178003963e-07	7.975560167816506e-13	6.335251375409783e-06	0.0	0.0	0.0	0.0	0.0
856.7832125841427	-0.1336416672929772	0.0178600952368468	734077.4733660043	1202.1095297891586	1.1217696142978184	1445067.321609912	1.2583670675618763	794.2864450106568	0.2788768417191249	630890.9567276672	0.0777722928472338	845.0878961243423	767.9459220054729	1.066021	32.688896	0.1948212874805491	0.0892219504315255	-0.061123207	0.0604886694	0.0550190448	-0.0382501607	-0.0079310942	-0.0577858645	0.04931061	-0.0319785826	0.063749477	0.0108062402	-0.060546256	0.0061852122	-0.0165729582	0.0291076364	-0.0303523181	0.0192882513	0.0318783966	-0.0003253406	-0.0281970002	0.0257634836	0.1062824629	0.0369492063	-0.2918743046	0.0877239856	0.0024346439	0.0248535844	-0.0092949802	-0.1073243441	0.0226256789	-0.0028032279	-0.1278617051	0.0108372883	-0.0396879094	0.0175462871	-0.1333097796	0.0993471048	-0.0222765965	0.2225519805	-0.1496740868	0.2294688596	0.0334174477	-0.0912099443	-0.0242988235	0.059230202	0.0641301691	-0.1056384212	-0.0549906417	-0.0442830257	0.0809443227	0.058587345	0.1519815428	-0.0782418703	0.1286090884	-0.0232263186	-0.048679571	0.0301844468	0.0118152918	-0.0723345196	-0.0019477343	-0.0890254065	-0.0282417699	0.0570780786	0.044208719	0.1121754554	0.1823168004	-0.0636378541	-0.1307073615	0.0564940261	0.1086724834	0.0087208754	-0.0297931179	0.065380986	0.0517164664	-0.1028475845	-0.0394605833	-0.1707012597	-0.192471646	-0.2231628038	0.0181103229	-0.0599713392	0.1589752509	-0.0170026629	0.0283641411	0.0585201561	0.071261866	0.1448765557	-0.0629131299	-0.0393631772	-0.0179225949	0.0453448504	-0.0422496548	-0.0916334253	0.0863825182	-0.1831364738	-0.0164645435	-0.0431339288	-0.070047507	0.0325108721	-0.1014710282	0.120201342	0.0934271126	0.0261877315	0.0654673881	0.1598231188	-0.0411702464	-0.1209310697	0.0880916118	-0.0754712327	-0.0617113941	-0.1003898949	0.0940584823	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0206891973886911	0.0299265301006812	0.0004280428885882	0.0008955972038669	0.0646487866296041	0.0583601303819847	0.0034059048182022	0.00417946561268	-0.35114153320594	0.0283857404924531	0.0008057502633048	0.1233003763422182	-0.0035830372166614	-0.0008950073278973	8.010381169898655e-07	1.2838155695980673e-05	0.0004859994144932	0.0001031154440428	1.0632794800143821e-08	2.3619543088773325e-07	-0.0019521375677262	0.0005648549581685	3.19061123767538e-07	3.810841083327965e-06	0.0	0.0	0.0	0.0	0.0
857.6642928571761	0.8810802730333762	0.7763024475285688	735588.0392421999	1199.8494105604827	-2.260119228675876	1439638.6080223378	5.108138927830437	794.6015362910659	0.3150912804090922	631391.6014761222	0.0992825149898411	844.7344314661403	758.8150011193912	1.060323	32.514156	0.2589960661374009	0.1288798819989338	-0.0344202288	0.0961063099	-0.1027446363	0.0197695627	-0.0367065329	-0.0812559737	0.020034959	0.0135972172	-0.0131411095	-0.1332415249	0.0300283153	0.0460712018	-0.0239987416	0.0143553756	-0.0008149211	0.0598061882	0.0060212091	0.0102711315	0.0613945639	0.0215129318	0.0466180949	-0.0073982089	0.1392498455	0.1189325937	-0.0824646053	0.0769451923	-0.0674482866	0.0958489041	0.0592506071	-0.0367443724	0.0258112354	-0.0096117536	-0.1208486476	-0.0542662761	-0.0337018504	0.0613459396	0.0131805649	0.0171561811	0.016327887	-0.1132734939	0.101253219	-0.0033040574	0.1978866418	0.199709876	0.0035928994	0.1173878316	0.0570199851	0.1787375095	0.1037001452	0.0989858272	0.1431776342	0.0282777723	-0.0297689538	-0.0172868879	0.0461862602	0.0455656124	0.1062056075	-0.0637558154	0.0581371462	-0.1149954262	-0.0231003304	-0.1057381043	0.0418149863	0.0442855483	-0.1633013516	0.1077380893	-0.0375351483	-0.036471656	-0.0827899474	0.2061994758	-0.0317268474	-0.1911532375	-0.1540569987	0.0443166175	0.0274452184	-0.0329822541	-0.0074560152	-0.1059861781	0.0066159885	-0.0418010974	-0.0611545441	0.0438162132	-0.0821381066	-0.0498492754	-0.2642719872	-0.1460140105	0.0295926992	-0.0035924683	-0.0018883479	0.1373598238	-0.0603957748	0.0112873017	0.0666936816	-0.0716916316	-0.0423209091	0.0655358646	-0.0306911936	-0.0413863334	0.1657026022	-0.0477864788	0.1435640131	-0.0820936447	0.0951708677	0.0878615193	-0.0142589576	-0.0867015364	-0.002358942	-0.0907192032	0.0211543898	-0.0206957641	0.001173075	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0280041019199472	-0.007314904531256	0.0007842297243427	5.3507828301391005e-05	0.0248152844484508	-0.0398335021811533	0.0015867078960159	0.0006157983422575	-0.2479101028804251	0.1032314303255149	0.0106567282070516	0.0614594191101829	-0.0019549986086184	0.001628038608043	2.6505097092785894e-06	3.82201955969988e-06	3.847475534168865e-06	-0.000482151938959	2.324704922419533e-07	1.4803067986027992e-11	-0.0018900035327387	6.213403498750002e-05	3.860638303827877e-09	3.5721133537647667e-06	0.0	0.0	0.0	0.0	0.0
