global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
813.2571882251805	n/a	n/a	661387.2541999266	1006.7511527006292	n/a	n/a	1013547.8834640456	759.81511960639	n/a	n/a	577319.0159824727	795.4858132774837	701.7249639274604	n/a	n/a	n/a	n/a	0.1231212831	-0.0067143233	0.0384264185	-0.0811768731	0.1318160244	-0.0454190769	-0.0438472244	0.0204770199	-0.0822760165	0.0577979072	0.1934907084	-0.0759537731	0.0160675398	-0.0484638033	0.115282947	-0.0073818112	-0.1325317585	0.0241441288	-0.0654975122	0.0380486839	-0.0734410961	0.0589290168	-0.0046760511	0.0238527795	-0.1354032385	0.0189386275	-0.0514936299	0.0671819175	-0.0904095884	0.03578653	-0.0114282252	0.019922954	-0.1104646142	0.0427292838	-0.0413187865	0.0490477948	-0.0853526458	-0.1131088775	0.1004205325	-0.122277879	0.0980847343	-0.1773461431	0.1624660202	0.0217904721	0.023765415	0.0035416566	-0.0041772765	-0.0084130402	-0.133678584	0.0232710569	0.0390597366	-0.0188180813	0.0712422225	-0.0926054787	0.1269979038	-0.0785204068	0.0225870919	-0.0182218533	0.1830662441	-0.0649232592	0.022565416	-0.1206845949	0.0537144397	-0.0268433573	0.0411246003	-0.0343030501	0.0200218198	-0.0657482748	0.0549524735	-0.0029938641	0.0191312341	-0.1286649832	0.0795685315	-0.0889010693	0.157732474	-0.0025062141	0.0463178985	-0.0812374006	0.0551307184	0.0115289594	-0.0189403733	0.1469780462	-0.0684354941	0.12206589	-0.0836214403	0.0812537737	-0.1188038547	0.0483786517	-0.1004046939	0.1536883156	-0.1120454781	0.0423985854	-0.0476970973	0.0049236731	-0.0479213933	0.0541341045	-0.0564884653	0.1487468077	-0.0074290233	-0.013428724	0.095661153	-0.0843456098	0.0192999128	-0.0662437075	0.089668471	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0058085111210459	n/a	n/a	3.3738801443313896e-05	-0.1462479026289429	n/a	0.0213884490233647	n/a	-0.0223392438244474	n/a	0.0004990418146481	n/a	0.0017290006660518	n/a	n/a	2.989443303207568e-06	9.313851931924688e-07	n/a	8.674783780981725e-13	n/a	0.0004989993630306	n/a	n/a	2.4900036430494453e-07	0.0	0.0	0.0	0.0	0.0
812.5688897187579	-0.6882985064225977	0.4737548339435787	660268.200538775	1004.0426869037724	-2.7084657968567853	7.335786972743061	1008101.7171249468	759.7041533096977	-0.1109662966922542	0.0123135190015933	577150.4005560047	794.0581651009804	700.6854547607803	0.8752799999999998	20.02166	0.0821636940551226	0.0480742238344355	0.1214011187	-0.0190923892	0.0211643439	-0.0995636443	0.1165085728	-0.0701149372	0.0048400527	0.0657169192	-0.0668072728	-0.0352680598	0.1507535258	-0.0067514444	0.091824961	-0.0445922544	0.0614145914	-0.07415233	-0.0841465568	0.0343771964	-0.0814777631	0.0732912317	0.0241587215	-0.0263874324	0.1008292826	0.0755685926	0.0220979932	0.1299527407	0.0784436849	-0.0790875986	-0.0893527779	0.1499662278	0.0903710532	0.0437680085	-0.0035870651	-0.0271041562	-0.0819366332	-0.0238728648	-0.0079919519	-0.1239791437	-0.0029407607	-0.0265182679	0.1100379095	-0.0315576455	0.040432589	-0.0481812758	-0.0470243588	-0.0497258356	-0.107103979	-0.0689002252	0.0082234687	-0.0995523476	0.0040204104	-0.0720618861	0.0678451933	-0.0267890979	0.0586274531	-0.0407216578	0.0823476424	-0.087768617	0.0811514081	0.0985636142	-0.0672462025	-0.1205664646	0.0886944972	-0.0824627677	0.0481490458	-0.0601779933	0.00832547	0.0897248557	0.00712301	-0.1472739763	-0.107533342	-0.1623659242	-0.0246942971	0.0213505952	-0.0104845072	0.075980625	-0.0201048872	-0.1213550621	-0.0035345394	-0.0380825252	0.0147228433	0.1273707661	-0.0921104015	0.0825148985	-0.0770099206	0.0361846316	-0.1561453059	0.0171804789	-0.0506389451	0.1552499335	-0.1717490694	0.0299655844	-0.0355948989	-0.0087959362	-0.0297792784	0.0275511489	-0.0446765345	0.0083997426	0.0074437124	-0.0901057908	0.0669526138	-0.1147336742	-0.0572348606	-0.0361307817	0.0409446136	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-7.147718531541614e-05	-0.0058799883063613	3.457426248294581e-05	5.10898802061434e-09	-0.1033856371405761	0.0428622654883668	0.0106885899669628	0.0018371738027952	-0.0360045896944001	-0.0136653458699527	0.0012963304790621	0.0001867416777454	0.0013860002532982	-0.0003430004127535	1.1764928314913993e-07	1.9209967021426747e-06	8.097709418564136e-07	-1.216142513360552e-07	6.557289782750232e-13	1.47900261280292e-14	0.0004469995022267	-5.19998608039e-05	2.703985523624976e-09	1.998085549909176e-07	0.0	0.0	0.0	0.0	0.0
810.8487855383414	-1.720104180416456	2.958758391486168	657475.7530090032	998.5597260215064	-5.482960882265957	30.06286003645868	997121.526432146	760.5773823251837	0.8732290154860038	0.7625289134866555	578477.9545046288	794.2899167137041	697.4834313745695	0.866765	19.82687	0.0390172898591579	0.0231293635059722	0.092811101	0.0053962203	0.0421071993	-0.0779027393	0.0808354853	-0.0987410451	-0.0201413557	0.0888190263	-0.0697102634	-0.0840302521	0.0752073635	0.0131580959	0.0688795648	0.0246984072	0.0885921769	0.0097697355	-0.1181992042	-0.0010636543	-0.032150345	0.0238547274	-0.0021743117	0.0692029332	0.0788130468	0.0240190368	-0.0204137168	0.0196512177	0.0193457827	-0.0366619709	-0.0770053538	0.081679005	0.1430567423	0.1104400842	0.1275194451	0.047265118	-0.1113041996	-0.0792917436	-0.0115292016	-0.0152718598	-0.0253771428	-0.0364180789	-0.0597494558	-0.0860407549	-0.1412254412	-0.001909142	0.0552459989	0.03797797	-0.0475850453	-0.0590556427	-0.1989722516	-0.1803982509	-0.1384323066	-0.1560395021	0.0809656746	-0.0357408466	0.0476607757	-0.0554635616	0.0755238903	-0.0439267425	0.0353338559	0.0887959878	-0.0399980799	-0.1478466749	0.0557793736	-0.0153420222	0.0427169679	-0.0582541231	-0.043375555	-0.0152651371	0.0689354006	-0.1078234246	-0.0413880755	-0.2746952079	-0.0453923119	0.0793258855	-0.0745643478	-0.0010273232	-0.0309128103	-0.0551420704	0.0212056102	-0.0571827159	0.1557348893	0.1121752091	-0.0748904269	0.0627789417	-0.0702964423	-0.032402957	-0.1472770555	0.0221890585	-0.0788680334	0.0950359028	-0.1490353788	0.0927826691	-0.0854290629	-0.010994086	-0.0032399862	0.0406395264	-0.025683228	-0.0815071499	-0.008214258	-0.0395827352	-0.0080230128	-0.1003433256	0.0193720007	-0.0430094016	-0.0946495366	0.1288230331	0.1279949812	0.1266188352	0.124700488	-1.7477605169347044e-05	5.399958014606909e-05	2.9159546559517393e-09	3.054666824555865e-10	-0.1001981100318403	0.0031875271087357	0.0100396612539527	1.0160329068925567e-05	-0.0168741255913218	0.0191304641030783	0.0002847361144717	0.0003659746567991	0.0013860528309596	5.2577661400002313e-08	2.7644104782932925e-15	1.921142450211121e-06	-0.0002712326326899	-0.0002720424036317	7.35671410358942e-08	7.400706937374346e-08	0.0003861885021759	-6.081100005079999e-05	3.6979777271783965e-09	1.4914155921286516e-07	0.0	0.0	0.0	0.0	0.0
811.3386171466385	0.489831608297095	0.2399350044869187	658270.3516734197	992.9720391044932	-5.5876869170132295	31.22224508256081	985993.4704433352	760.5288746950655	-0.0485076301182516	0.0023529901796891	578404.1692449426	792.7740983621477	690.3988468432193	0.864109	19.766125	0.0404708757575887	0.0248524055783019	0.0927086763	0.0254436278	0.0394359476	-0.033801583	0.0343263593	-0.0911800024	-0.0391139167	0.0594648228	0.0183295751	-0.1259837081	-0.053550709	0.0288189096	0.0807322375	0.0334718764	0.0478328391	-0.0527669819	-0.0334935608	0.0028945866	-0.1023892351	-0.0811016	0.1386064032	0.1527631123	0.0729410709	0.0329737599	-0.0114579938	-0.0237714396	-0.0348641654	-0.0900702114	0.0348643695	-0.0845134846	0.0278591355	-0.012035889	0.0538733698	0.0867075548	0.0035358208	-0.0583198276	0.0889385416	-0.0602224269	-0.0418554395	-0.0023340164	0.0088767164	0.0360185331	0.0041001111	-0.0628744085	0.1181172677	0.0963075977	0.1569301335	0.163338186	0.07416446	0.0526528923	-0.0309174188	-0.0725521375	0.0322733154	-0.0217027327	-0.0193930427	-0.0394403554	0.1253636234	-0.1261138611	-0.06640892	0.0033186917	0.0226931686	-0.0783655724	-0.0027505139	0.0364900448	0.0394834271	-0.1128744542	0.0274348586	-0.0344358169	-0.0536318574	-0.0767361852	0.0514904351	-0.0636369546	0.0859098254	-0.0077394337	-0.0902476474	0.0390724706	-0.1089157618	-0.0433324644	-0.0302047223	-0.0677735109	0.0536222587	0.106899368	-0.0750509499	-0.027173611	-0.0500815539	-0.0674420446	-0.1923859877	-0.0160768589	-0.0566677118	0.082653894	-0.1262723941	0.060376458	-0.0617726009	0.0243041101	-0.0270008428	0.0433490617	-0.0389390267	-0.1686646318	0.0094441312	-0.1320360099	-0.0376948033	-0.1038019408	0.0187235771	0.0344301529	-0.0123067614	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-8.204237872178055e-06	9.273367297168988e-06	8.599534102820327e-11	6.73095190632807e-11	-0.0780477119187992	0.0221503981130411	0.0060914453357598	0.0004906401365662	-0.0164106017507563	0.0004635238405654	0.0002693078498219	2.1485435077259066e-07	0.0012430741808154	-0.0001429786501441	2.0442894397057533e-08	1.545233419009878e-06	-0.0004362907538966	-0.0001650581212067	1.903496219356636e-07	2.724418337628569e-08	0.0003372716647931	-4.891683738280001e-05	2.3928569795353012e-09	1.1375217587230923e-07	0.0	0.0	0.0	0.0	0.0
813.321258043323	1.9826408966845293	3.930864925206034	661491.4687851736	997.7208103148404	4.748771210347172	22.550828008222148	995446.8153353016	760.7256148869812	0.1967401919157509	0.0387067031150465	578703.4611451757	794.5359611301054	698.3397801592348	0.93875	21.473499	0.044402203008139	0.0205621519807004	0.0874154935	-0.0249089085	0.100900307	-0.0711681811	-0.0640049451	-0.0408056127	-0.1054307622	0.114324397	0.1108181932	-0.0261981276	-0.0990341202	0.0972491722	-0.0034554456	-0.1124965497	0.0772216855	0.0360461384	-0.0449121194	0.0123653271	-0.0843139933	0.0344154558	0.1033110674	-0.0357657418	0.0150783645	0.0369596976	0.0342462299	-0.1181294275	0.1656158919	-0.197984255	-0.1206899704	0.1405476572	-0.0136765215	-0.1569479496	0.1973877702	-0.046385225	0.0202623486	0.125161905	0.0157410903	0.046266958	0.0576824455	0.1377485502	0.1029202705	0.0114242132	-0.1289895464	-0.0383603232	-0.1053205866	-0.0448808869	0.0695545286	0.0291407855	-0.0471915659	0.0532714216	-0.1521712415	0.0335193374	0.0778837256	-0.0263065808	-0.1156597569	-0.0034615252	0.1406592898	0.0270788048	-0.0650319257	0.0734272749	0.0653413755	-0.0862739568	0.1262512075	-0.0220932199	-0.0190155414	-0.1488150561	-0.0322333383	0.0161702533	-0.0222696136	-0.0783101417	-0.2014746034	0.0333224012	-0.091408122	0.0454533843	0.0331631091	-0.0857015904	0.0238240858	-0.2469443197	0.0224705181	-0.1663447945	0.0674555629	0.0848724342	-0.1086836482	-0.0536749059	-0.0885814361	-0.1086383498	-0.0972687385	0.0435807192	0.0341412658	0.0575532388	-0.1947526695	0.1207913781	-0.0447379639	0.0418967082	0.0147261507	0.0678877146	-0.0550892642	-0.0868749063	0.0098759713	-0.1016776919	-0.1364823528	-0.0046104592	0.0956980677	-0.0353639145	-0.0028501533	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0040664299674375	-0.0040582257295653	1.6469196072105987e-05	1.6535852680073745e-05	-0.0778971268113224	0.0001505851074767	0.0060679623654592	2.26758745937994e-08	-0.0257098100023682	-0.0092992082516118	0.0006609943303578	8.647527410684681e-05	0.0010095448038066	-0.0002335293770087	5.453596992611822e-08	1.0191807108929066e-06	-0.0001897606237144	0.0002465301301822	3.6009094312478116e-08	6.077710508765249e-08	0.0004750958359918	0.0001378241711987	1.8995502166608572e-08	2.2571605337674733e-07	0.0	0.0	0.0	0.0	0.0
814.0288333790031	0.707575335680076	0.5006628556627722	662642.9415723808	1001.1060268938048	3.385216578964446	11.459691286495747	1002213.2770830996	761.6975679460407	0.9719530590595014	0.9446927490151226	580183.1850149133	795.0339616454994	701.6171746266729	1.206018	27.587143	0.2027035319807513	0.1537445325953047	0.0914194403	0.1076302182	-0.0265730438	0.0282769712	-0.1537903776	0.0827675931	-0.079942797	-0.0396894891	0.1384040343	-0.0637859283	-0.0202041691	-0.0375361838	-0.0937844799	0.0445071505	-0.0734600204	-0.089236816	-0.0543800259	-0.0305238551	0.1120987832	0.0150490994	0.1827186559	-0.0497522299	0.0166586771	-0.0209023247	-0.0403657751	0.131288004	0.0672480109	-0.0285195229	-0.0496764716	-0.0475265152	-0.1010788033	0.0439706939	-0.1287291247	-0.0611811591	0.0688032552	0.0188304035	-0.0561039382	0.0670236498	-0.0857688488	0.0402260601	0.0274034423	0.0353812413	-0.0006928291	0.0682746611	-0.0752955291	0.0035346184	0.002497427	-0.2555410323	0.0729405556	-0.021997031	-0.1639177299	0.2224367654	-0.0456897159	-0.1132361384	-0.0224194035	0.1477204623	0.0179511258	0.0020277442	-0.1228642437	0.0222833654	-0.0657150755	-0.0897184709	-0.1077058137	-0.043538896	-0.0389159271	0.0014671363	0.0234622144	0.0296571885	0.0181249802	-0.0308050765	-0.0511642715	0.0070583753	0.0502177891	-0.1252627687	-0.1271285837	0.0448802859	0.0692914984	-0.0506469382	-0.0549858319	0.1512677286	-0.2677079868	0.10527028	0.1411599838	-0.0842891852	-0.0197712632	-0.058767279	0.0391277728	0.0604432126	0.0203548873	-0.009053235	-0.0298846523	0.0443018983	0.0433864656	0.161038052	0.0174903078	0.0628789013	0.1194696976	-0.0460161006	0.0216786176	0.041429743	-0.1239201267	0.1380054451	-0.0948972196	0.0238550274	-0.014065834	0.1277634447	0.1237830955	0.1172407796	0.1082719048	5.299503088451729e-05	0.004119424998322	1.6969662316800352e-05	2.808473298450941e-09	-0.0596478783960492	0.0182492484152731	0.0035578693971498	0.0003330350677223	0.1271833258079979	0.1528931358103661	0.0161755983635833	0.023376310977927	0.0013330809693166	0.0003235361655099	1.0467565039291409e-07	1.777104870754086e-06	-0.0003722117468656	-0.0001824511231512	1.385415845047415e-07	3.328841233913436e-08	0.0004322486695172	-4.284716647459999e-05	1.8358796749020854e-09	1.8683891229938961e-07	0.0	0.0	0.0	0.0	0.0
813.5380564476409	-0.4907769313622339	0.2408619963573308	661844.1692886049	1003.5825866037164	2.476559709911612	6.133347996757489	1007178.008134206	762.235250520769	0.537682574728251	0.2891025511664012	581002.5771364595	795.9065261714715	697.6586675533325	0.974137	22.282951	0.1374093717723668	0.0715081556294656	0.0770390977	0.1713298522	-0.0110073097	0.1302728794	-0.2036752152	0.0773919221	-0.121689036	-0.0959893272	0.1295494548	0.0006402879	-0.0348749066	-0.1783356157	-0.1085933776	0.1031784194	-0.0796603386	-0.0298461322	-0.1103961123	0.0998962123	0.1643117007	-0.0250539977	-0.0110512171	-0.1251910246	-0.0235635193	0.036721918	-0.1697211081	0.0020389857	-0.0183820425	0.030844471	0.014645658	-0.1039916396	-0.1227886759	-0.1009957307	0.001050591	-0.1769712163	0.0916333137	-0.0247577695	0.0459144538	0.0622541853	-0.1722031485	0.0779931175	0.0296069295	-0.0112069022	0.0760059185	-0.05404667	0.0836953958	0.0838383496	-0.0638173402	0.0543484572	0.0209160376	0.0984941137	-0.0080486135	0.066580023	-0.0934086266	-0.1648204311	0.0025768997	0.1939897567	0.0109682226	0.1143842068	-0.0053384683	-0.0380090841	0.0002899599	-0.0204991308	-0.1371359708	-0.0071054076	0.0093360343	0.0775203195	0.0831968717	-0.0482053334	0.0309790009	0.057156853	0.0099858471	0.0207954385	-0.1388301122	-0.1345532256	0.0941216162	-0.0377257302	-0.0230418031	0.0075882851	-0.1754737085	0.0636882579	-0.1551841657	0.0883691171	0.2162371037	-0.1549611903	-0.0646519765	-0.0247505151	0.1032198661	0.0880834081	0.0047086041	-0.0853395121	0.0350628144	0.0749439576	0.0476486529	0.0670094435	0.047395099	0.003044165	0.1209634041	0.0745025863	0.0166323181	0.0224716866	0.0243970156	0.0741723251	0.0498841357	0.1514190549	0.0750141637	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0178946043979522	-0.0179475994288367	0.0003221163252579	0.0003202168665592	-0.0497105499996735	0.0099373283963756	0.00247113878127	9.87504956574148e-05	0.1722081181322323	0.0450247923242344	0.0296556359506448	0.0020272319238404	0.0008984165631591	-0.0004346644061574	1.889331459802521e-07	8.071523209586092e-07	0.0004351728923319	0.0008073846391975	1.893754462205114e-07	6.518699556120773e-07	0.0003843046824138	-4.794398710340005e-05	2.2986258993709902e-09	1.4769008892517165e-07	0.0	0.0	0.0	0.0	0.0
813.9322761041356	0.3942196564946698	0.1554091375667755	662485.7500840587	1002.0836496274334	-1.498936976283062	2.246812058868609	1004171.6408506366	762.4446272818625	0.2093767610934946	0.0438386280860023	581321.8096709782	795.031307220459	691.6319329549328	1.004263	22.97208	0.0858438488956321	0.0555136533848436	0.0650457866	0.1738914252	-0.0005558674	0.0667687684	-0.0673453656	-0.0053256776	-0.0534430671	-0.1223051278	0.0571153426	0.053150397	0.1079876363	-0.1646597807	-0.0851578524	0.0109712303	0.0662972872	0.0394786115	-0.1084723779	0.0966259591	0.1259430029	-0.1237344583	-0.1053552429	-0.1080423619	-0.0513979482	-0.0506175998	-0.1249670553	-0.0574407634	-0.0483573788	0.1056579655	0.0328097509	-0.0807462553	0.0109090268	-0.0091859129	0.0055957038	0.0291341663	-0.107551475	-0.0145624086	0.0835783866	0.0312456307	-0.0095544688	-0.1411207018	-0.141980985	0.0191522547	0.1041589749	0.0575169109	-0.0268393136	0.0759051924	0.0155494398	-0.0266407034	-0.0452354159	0.0427211737	-0.0445360045	0.0367808915	-0.0888652235	-0.1536056482	0.0423000719	0.081587871	-0.011126775	0.1518230344	0.1285358889	-0.0914376641	-0.0453878618	-0.0229635923	-0.048556624	-0.0086602832	-0.1183940471	0.0856529457	-0.0039436832	-0.0236429	-0.0621249164	0.0870152299	0.1729847595	-0.0663985982	-0.0178641386	0.0506755363	-0.0233634828	-0.0329670345	-0.0341043464	0.1301246524	-0.0611684668	0.035825257	-0.0250753273	0.0886316654	0.2115508933	0.0014181645	-0.0924567044	0.0335542908	0.0842621619	0.1236898135	-0.0019678951	-0.0182017502	0.08516204	-0.0065280098	0.0298458325	-0.0289854035	0.0122803599	-0.1313946919	0.134346369	0.0568553388	0.0149231989	0.0406860861	0.1510117351	0.0544811599	0.073781297	0.1262979596	0.0533267004	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0184370513021718	-0.0005424469042196	2.942486438974284e-07	0.0003399248607189	-0.0967525999566731	-0.0470420499569995	0.009361065598376	0.0022129544641568	0.1742266146083153	0.0020184964760829	0.0303549132378744	4.0743280239594366e-06	0.0010150258660161	0.000116609302857	1.359772951279556e-08	1.030277508681734e-06	-0.0001202782185347	-0.0005554511108666	1.4466849853881051e-08	3.0852593656294e-07	0.0004370613798568	5.275669744300005e-05	2.7832691250922478e-09	1.9102264976233005e-07	0.0	0.0	0.0	0.0	0.0
815.6456638107234	1.7133877065878096	2.9356974330862338	665277.8488932356	998.3967383518692	-3.686911275564171	13.593314753882222	996796.0471516508	762.463400819399	0.0187735375365036	0.0003524457116345	581350.4375890834	795.8713438281014	699.0967657593719	0.943509	21.58235	0.0414707124176523	0.0244677212195949	0.0266350389	0.1586782833	-0.0178593415	0.0314552414	-0.1110777554	0.0814904449	-0.0592837483	-0.1373373572	0.0201597817	0.0357390507	0.0417061811	-0.0891909374	-0.1125565537	0.0431451955	0.0626692989	-0.0248326657	-0.1458818079	0.070596516	0.1508184236	-0.0515854451	-0.014363258	-0.0022071751	-0.0545719869	-0.0188304575	-0.0882058848	-0.1180375345	-0.1901602351	0.0877997921	0.1833914028	0.0827687343	0.0413318737	-0.1071754195	0.0495661496	0.1207553405	-0.0929398187	-0.0323799498	0.0420042582	0.1353850508	0.0329538862	-0.0057715041	-0.1284389806	0.1111205769	-0.1472399604	0.0779533083	-0.0171589453	0.0171966886	0.1095541404	0.0538162215	-0.0191668545	0.0910038852	0.068271082	-0.0044664405	-0.087718768	-0.1522811419	0.0394921082	0.0825276717	-0.0566514793	0.0665429944	0.1143912651	-0.0317225017	-0.0517035581	-0.0652169788	-0.1106250239	0.0857403768	-0.0836553555	0.0611567094	-0.0578334277	-0.0417026792	-0.1533136316	0.0438394483	0.0998868806	0.086709218	-0.0271742218	-0.0564722057	0.0412275462	-0.070397281	-0.0464100942	0.1171070642	0.1290798994	-0.0106502179	0.2003131634	0.0551383885	0.2237924182	-0.0309814786	-0.0411830095	-0.0002397093	0.1155479207	0.0785496584	-0.0210619561	-0.0134841494	0.1131317013	0.0119532153	0.0038805375	0.0775478604	0.0593361078	-0.1523314883	0.0330749331	0.1609950896	-0.0298930374	0.0781990751	0.1261881387	0.0608747541	0.004855255	0.0568550348	-0.0993607728	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0205590662638286	-0.0021220149616567	4.502947497495301e-06	0.0004226752056404	-0.1014154843117296	-0.0046628843550565	0.0102851004581826	2.174249050863071e-05	0.1549950743784762	-0.019231540229839	0.0240234730815893	0.0003698521396119	0.0007060263199539	-0.0003089995460622	9.548071946664574e-08	4.984731644676467e-07	-0.000120345301767	-6.708323230001052e-08	1.4482991657390294e-08	4.500160055817173e-15	0.0004370425517293	-1.8828127500017736e-08	3.544983851569241e-16	1.910061920220579e-07	0.0	0.0	0.0	0.0	0.0
813.1157649734248	-2.5298988372985605	6.400388126964608	661157.2472483178	1003.306453704834	4.909715352964781	24.10530484713809	1006623.8400457702	761.772442562621	-0.6909582567780035	0.4774233126096974	580297.2542478218	796.0622077815789	702.155268275238	1.093649	25.016741	0.0170313617191605	0.011318537679913	-0.0318114991	0.101908143	-0.1583483124	0.0290086424	0.053624557	0.1369968258	0.097376815	-0.1216308404	-0.0978826629	0.0152781628	-0.0424173417	-0.0467855116	-0.0543579903	0.0056994113	-0.111597111	-0.1433468965	-0.0275280093	0.1400980326	0.0977302225	0.1311576705	-0.0880957881	0.0917092768	-0.1514419988	0.1011441192	-0.1167255525	0.0436902507	0.0256314831	0.1350931529	0.1161847619	0.0481523666	-0.0768376078	-0.0702449925	-0.095487051	0.1012953444	0.2330988017	-0.0929793581	0.0607236068	-0.0368517771	-0.0132440021	-0.0112787464	0.0100341544	0.0377474509	0.0970843127	0.0998883188	-0.0871911417	-0.1938280678	-0.127377905	0.0062616902	0.2140769064	-0.0844650236	0.0381326781	0.013929203	-0.0828455966	-0.0152767614	0.2129697254	0.0703996922	-0.0765729648	-0.0131972093	-0.0202934667	-0.010372653	-0.0353429944	0.0590240856	-0.0377281084	-0.005717333	0.0855608896	0.0391518441	-0.2256876156	-0.1459854972	0.0003845888	0.0154527538	0.0249843126	0.1171043091	0.0175013777	-0.1267714005	0.1271709185	-0.0586228975	0.1682374501	0.0403359434	0.0101626263	0.0614019616	-0.0036135319	0.0358217615	0.2000892229	0.0427829001	0.122739618	0.0903300542	0.1094907304	-0.0571609851	-0.0220325545	-0.0056370867	0.0711521945	-0.0218158549	0.0781874437	0.0828453041	-0.0102694924	0.034406262	-0.0083249987	0.0235588461	-0.0911220755	0.0812216415	0.0281227442	0.0660214087	-0.0473062917	-0.0876064337	-0.0846791806	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0208121097699773	-0.0002530435061487	6.403101600402755e-08	0.0004331439130775	-0.0968082088770643	0.0046072754346652	0.0093718293059853	2.1226986930870307e-05	0.1524767396581197	-0.0025183347203565	0.02324915613677	6.34200976375309e-06	0.0008990269406629	0.000193000620709	3.7249239594059316e-08	8.082494400376936e-07	-0.0001203036295209	4.167224610000862e-08	1.4472963275901962e-08	1.7365760950196837e-15	0.000437054419934	1.1868204699983908e-08	1.4085428280072012e-16	1.910165659838452e-07	0.0	0.0	0.0	0.0	0.0
